title,certificate_type,rating,difficulty_level,no_students,content_duration,subject,About,description
English for Doing Business in Asia – Speaking,COURSE,4.8,Beginner,76500.0,2.0,Language Learning,Introducing strategies for developing your spoken English communication skills in the context of doing business in Asia.,"The use of English for doing business in multinational settings is a fact of life for many business people. As Asian economies expand and become more involved in the global economy, a lingua franca – a language used to communicate among groups of people who do not share a mother tongue – is needed to exchange information. This course has two goals. The first is to introduce non-native speakers of English to methods for developing spoken English language and communication skills for doing business in Asia. The second is to examine the impact of interculturality and globalization on English communications. By exploring and participating in a business simulation set in Asia, you will develop the principal skills for effective communication in English when conducting business in China and other Asian countries.This course is part of a series developed by the same instructors. Enroll in EBA102x English for Doing Business in Asia – Writing to continue developing your English language and written communication skills. Learn about business writing format, audience, culture, purpose, grammar, style and more. Humanities"
Nutrition and Health: Macronutrients and Overnutrition,COURSE,4.7,Beginner,49000.0,2.0,Web Development,Learn the fundamentals of nutrition and its impact on human health.,"There is an overload of information about nutrition and health, but what is the truth and what can you do to improve the health of your patients? Learn more about nutrition and how our diet profoundly impacts our current and future health. This course addresses the relationship between nutrition and human health, with a focus on health problems related to overnutrition. In this course, Professor Sander Kersten from Wageningen University & Research will explain about the composition of the three macronutrients: carbohydrates, fat and protein. You will learn about their role in the body (how they are absorbed, stored and metabolized for energy) and their impact on our health. Moreover, this course will cover energy homeostasis and the regulation of body weight. You will learn about overweight and obesity and strategies to improve and combat these problems of overnutrition. Finally, the course will make you familiar with nutritional research and research methodologies.This course is especially useful for health care professionals and people working in the food industry with a non-nutrition background. You will develop a critical mindset by learning to better weigh and interpret information about food, nutrition and health. This course, is part of the Food, Nutrition and Health Professional Certificate Program of Wageningen University & Research. Did you already complete Nutrition and Health: Micronutrients and Malnutrition? That is the other course in the Food, Nutrition and Health Professional Certificate Program. To explore other learning opportunities about nutrition, have a look at the courses:  Biology & Life Sciences"
"Contemporary China: The People's Republic, Taiwan, and Hong Kong",COURSE,4.7,Beginner,56500.0,2.0,AR & VR Development,Use the case study method to study China from the rise of Deng Xiaoping to the present.,"Using case studies from the Harvard Business School, this course will cover the contemporary Chinese scene by focusing on five main themes in China’s development: agriculture, entrepreneurship, education, environment, and literature. You’ll examine the period from Deng Xiaoping’s rise in 1978 to the present, using the lenses of sociology, political science, and economics. You’ll learn how China has maintained one-party rule in an era of reform and internationalization, and how contemporary developments — like the current conception of the “Chinese Dream” — are influenced by the legacies of China’s past. You’ll also examine Greater China with a focus on the Taiwan model and Taiwan’s relationship with the People’s Republic of China. Developing your own approaches to history, you’ll gain a critical appreciation of China’s literary, philosophical, political, and cultural resources. Enroll now to understand China’s global leadership role and to learn if the 21st century is truly “the Chinese century.” History"
Introduction to Clinical Psychology,COURSE,4.8,Beginner,27000.0,2.0,Healthcare & Medicine,"Learn about the principles underlying psychological therapy and the features and treatment of common mental disorders, including anxiety, depression and schizophrenia.","Have you ever wondered what causes mental illness, or why we react to stress the way we do? Or what to expect as you get older?Clinical psychology is the study of psychological disorders and the treatments designed to improve the day-to-day lives of people suffering from them. The focus of the course will be on common psychological disorders, such as schizophrenia, and the symptoms of each. We will also discuss the underlying role of stress and how it affects people mentally and physically. We will also consider more general issues and theories around personality and intelligence.You should take this course if you want to better understand psychological disorders and how we can treat them. Humanities"
Modern Masterpieces of World Literature,COURSE,4.7,Beginner,45000.0,2.0,Supply Chain & Operations,Examine how great modern writers capture the intricacies of our globalized world and how their works circulate within that world to find their own audiences.,"Based on the second half of the Masterpieces of World Literature edX MOOC, this short literature course examines how writers reach beyond national and linguistic boundaries as worldly readers and travelers, and how their modern fictions rise to the status of world literature. These masterpieces of modern world literature take part in a tradition of weaving small stories into ambitious projects—one that reaches back to medieval tales and extends forward to contemporary novels. Throughout the course, you will learn how these writers use their fictions to engage directly with the political and social concerns of their present and of a globalized modernity, relating experiences of exploration, migration, international conflict, and cultural exchange. Literature"
"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",COURSE,4.7,Beginner,36000.0,2.0,Other,Learn about the forces in American politics that seek to influence the electorate and shift the political landscape.,"Public opinion has a powerful yet inexact influence on elected officials. Politicians risk their careers if they ignore it, yet its power is not easy to capture nor quantify. This course will look at how political parties, campaigns, social movements, special interests, and the news media all play a role in influencing public opinion. We’ll examine the attributes of public opinion, how polling attempts to measure those attributes, and how they impact the decisions of policymakers. We’ll address the unique features of the two-party system in the U.S., how those parties realign themselves in response to shifting norms, and how their candidates are vetted behind the scenes before the start of a campaign. Outside of the formal organization of party politics, groups representing various interests aim to affect a change through the political system. Special interest groups resemble political parties, but while parties try to influence elections, groups concentrate on gaining influence over policies. Meanwhile, social movements take place outside these established institutions, often in the form of protest demonstrations and rallies. All of these interests are filtered through the news media, which plays a critical role in shaping people’s images of politics. This course will help you to understand how these forces shape American politics, from “invisible primaries” to election day and beyond. Social Sciences"
Applied Scrum for Agile Project Management,COURSE,4.7,Advanced,1448.0,2.0,Project Management,"Learn the project management processes, roles, mechanics, and philosophies behind Scrum, the simplest and most pure approach to managing work at the team level.","Version 2 of this course series delivers beyond the original agile certification. It includes updated content, better audit and verified learner experiences, and bonus videos on key topics.Bonus video for this course is on “Agile in Government.”The follow-on to this course series on “Advanced Scrum” is expected by the end of Summer 2020.Scrum and Agile are often considered synonymous, and there is a good reason. Scrum embodies the simplest and most pure approach to managing project work at the team level. Scrum is employed by over half of all Agile practitioners across all industries. While agile may have started in software development, many industries now use an agile methodology to deliver their work. The basis for agile, the agile manifesto, extends well beyond its origins in extreme programming and agile software development. Development teams around the world are now using kanban boards and assigning strong product owners to direct self-organizing teams to deliver on prioritized product backlogs. And nearly every new product has some sort of IT component and goes through an agile development lifecycle.While the Mastering Agile Professional Certificate program emphasizes principles at the heart of all Agile frameworks, in this course we start by learning the key project management processes, roles, mechanics, and philosophies behind Scrum. This will provide the basis for all understanding Agile in its purest form over four weeks exploring Why, Who, How, and finally What Scrum looks like applied in the real world. From understanding the agile team members, like scrum master and product owner, to the important differences in lean and agile processes.While this course will not make you an agile certified practitioner (PMI-ACP), or certified scrum master (CSM), it offers a more fundamental agile certification based on agile principles and how scaled agile is applied in industry today. You'll finish this course more than ready to begin your agile journey, which we hope takes you to the next course in the series on “Sprint Planning for Faster Agile Team Delivery.”Upon successful completion of this course, learners can earn 10 Professional Development Unit (PDU) credits, which are recognized by the Project Management Institute (PMI). PDU credits are essential to those looking to maintain certification as a Project Management Professional (PMP). Engineering"
Corporate Finance,SPECIALIZATION,4.6,Intermediate,11000.0,2.0,Finance & Accounting,This course is part of a MicroMasters® Program,"Business organizations are constantly engaged in financial decision-making related to financial planning, investments, capital purchases, etc. The right financial decisions play a critical role in maximizing an organization’s business value.Corporate finance will address these issues to help managers make value-enhancing decisions.This business and management course will introduce you to the role of corporate finance in an organization and the tools used to evaluate investment proposals.The course will cover commonly used tools and techniques that help managers make decisions that create value for their organizations such as time value of money, opportunity cost, net present value and internal rate of return.If you are interested in creating value for your organization, then this course is for you. Business & Management"
Judaism Through Its Scriptures,COURSE,4.7,Beginner,49000.0,2.0,Web Development,Learn about the key beliefs and practices of Judaism through an examination of its sacred texts and their interpretation.,"For over two millennia, Jews throughout the entire world have been committed to reading, interpreting, and living their scriptures. But what are the Jewish scriptures? When were they written? And why are they relevant in the 21st century?This religion course introduces students to the diversity of the ever-expanding Jewish canon and the equally diverse ways of reading it. It will examine how Jews, ancient and modern, drew inspiration and guidance from the traditional texts while simultaneously reinterpreting their contents in light of new circumstances. The religion we call “Judaism” emerges at the nexus of text, interpretation, and lived tradition.Whether you are a long-time student of the Jewish scriptures or a complete newcomer, this course will give you a new understanding of the fascinating roles that sacred texts have played in the rich history of Judaism. Humanities"
CSS Basics,COURSE,4.7,Beginner,49000.0,2.0,Web Development,Learn how to take your Web pages from bland to bold with the power of CSS styling.,"This course is part of W3C's ""Front-End Web Developer"" Professional Certificate.Have you just begun your journey into Web development? This course will introduce you to the basics of Web design and teach you how to style your Web site for a professional look and feel.The Microsoft team and experts from the World Wide Web Consortium (W3C) will guide you step-by-step in using the latest Web standards to structure your content and presentation like a professional. In this course, you will explore numerous CSS features to help you control the look and feel of your site such as colors, fonts and layout. By the end of the course, you should understand all the fundamental elements of CSS and how to use them effectively.It is recommended that you are at least a little familiar with HTML before taking this course, but we will be providing you with the HTML code when necessary. Computer Science"
Unlocking Information Security: Part I,COURSE,4.55,Intermediate,38500.0,2.0,Cybersecurity,Learn how systems are hacked and defended.,"Information Security is everywhere: as the world becomes more and more digitized, so it becomes more and more hackable. Cyber attacks, data breaches, and even cyber warfare are all very real - so it is infinitely important to understand how hackers think and act, and how you can fight back.In this course, which is the first part of the Unlocking Information Security program, you will learn the basic terminology and concepts in the field of information security. You will explore different types of vulnerabilities through famous examples of design flaws, implementation bugs and social engineering.You will then move on to discover the art of cryptography, from ancient times to the modern era, and learn about famous ciphers, how they can be cracked, and what can be done to thwart such attacks. Next, you will learn about an important aspect of cryptography that involves no secrets at all: hash functions. You will understand what they are, how they can be used, and how they can be attacked.You will then combine everything you've learned and take a critical view of different authentication schemes: passwords, challenge-response systems and biometrics. Finally, you will learn about the most critical vulnerability of all times - Buffer Overflow. This course was produced at Tel Aviv University by TAU Online - learning innovation center. Computer Science"
Becoming an Effective Leader,COURSE,4.7,Intermediate,33000.0,2.0,Other,"Develop your leadership skills as you learn the importance of self-efficacy, social capital, and leadership style.","Strong leadership is regarded as one of the best predictors of organizational success and critical human capital required for career progression in almost every organization. However, leadership is also a highly complex and often misunderstood phenomenon. It‘s hard to define, but we all know good and bad leadership when we see it.This course will equip aspiring leaders with an understanding of what leadership is and how an individual can develop the skills required to become an effective leader in their organization. Taught by instructors and presenters with decades of business and not-for-profit leadership experience, you will learn the difference between leadership and management, the importance of understanding others and building empathy and relationships, and gain a better understanding of the different leadership styles you may encounter throughout your career.Learn through a series of engaging videos, interviews, case studies, written reflections, peer feedback, and other self-insight activities. Our instructors and faculty will help you identify your own values and ethics as a leader, and most importantly, build your self-efficacy, your confidence and belief in your own ability to achieve intended results. Communication"
Digital Branding and Engagement,COURSE,4.7,Intermediate,68000.0,2.0,Software Engineering,Learn how to increase brand engagement through the creation and distribution of content using an owned digital channel approach.,"Want to learn how to get people to engage with your brand, but not sure where to begin?Digital technology has rapidly evolved in the last decade, and so too has the way people communicate. Businesses can no longer rely solely on traditional business models to build brand awareness.In today’s interconnected, hyperaware world, brand awareness and brand engagement are synonymous. We are in the age of digital brand engagement, where brands need to participate in, and inspire, a two-way conversation with their consumers.This course will teach you about this shift and how it has altered the way brands communicate with their audiences. You will learn about the challenges of managing a digital brand and how rich and compelling content, combined with digital distribution, are integral to brand engagement.This course is part of the CurtinX MicroMasters Credential in Marketing in a Digital World that is specifically designed to teach the critical skills needed to be successful in this exciting field. In order to qualify for the MicroMasters Credential you will need to earn a Verified Certificate in each of the five courses. Communication"
Introduction to Cybersecurity,COURSE,4.7,Beginner,22000.0,2.0,Cybersecurity,"An introduction to cybersecurity, ideal for learners who are curious about the world of Internet security and who want to be literate in the field.","This course serves as an introduction to the exciting field of cybersecurity.As our daily lives become more and more dependent on Internet-based tools and services, and as those platforms accumulate more of our most sensitive data, the demand grows for experts in the field of cybersecurity.In this course, you will gain an overview of the cybersecurity landscape as well as national (USA) and international perspectives on the field. We will cover the legal environment that impacts cybersecurity as well as predominant threat actors.By the end of this course, you will be able to Computer Science"
General Academic English|生活英语进阶,COURSE,4.7,Beginner,13500.0,2.0,Natural Language Processing,Do you want to join in academic communication on international conferences and read academic papers? Join us on a journey in academic English!,"It is an essential ability for academic researchers to master the academic skills and join in academic communications. This course encourages you to read, write and share your ideas while studying English for academic purposes.The course is divided into 8 research topics, involving life sciences, art, society, engineering, psychology, economics, management, and architecture.In this course, there are:academic words and analysis of textslearning strategiesseminars on academic reading and writingmini-conferences on academic topicssimulation of academic reportstechniques for academic writingThis course will help you improve the academic English skills. Besides, with students from different disciplines sharing their insights on the research, we hope to get you prepared to join in seminars and mini-conferences. Come and join us on this journey of academic English!Learn academic words in different disciplinesRead and share academic papersWrite and publish academic papers Language"
From Poverty to Prosperity: Understanding Economic Development,COURSE,4.7,Intermediate,1448.0,2.0,Robotics & Automation,"Learn about the role of government and the key political, social, and economic processes that elevate any society from poverty to prosperity.","How can poor societies become prosperous and overcome obstacles to do so? Professor Sir Paul Collier is one of the world's leading scholars on this question, and in this economics course you will have the opportunity to learn from him directly.This course will discuss and examine the following topics:Enrol in this course to understand the factors that influence economic development and the different development paths that countries across the world have taken.By the end of the course, you will be able to: Social Sciences"
Medical Terminology,COURSE,4.8,Beginner,27000.0,2.0,Healthcare & Medicine,"Medical terminology is the study of the rules of medical word building. Receive a thorough grounding in basic medical terminology through a study of root words, prefixes and suffixes.","This course is credit eligible through Doane University's Open Learning Academy. The Open Learning Academy's 3-4 credit hour courses are designed to provide learners with foundational coursework for undergraduate level programs. It is strongly encouraged that you consult with your institution of choice to determine how these credits will be applied to their degree requirements prior to transferring the credit. Medicine has a very distinct and highly specialized language. It is necessary for any student wishing to pursue a successful career in the medical field to acquire comprehension in this system of communication, including Allied Healthcare professionals. Learners will receive thorough instruction in developing fluency with medical terms. Medical vocabulary will be taught with specific emphasis on root (or stem words), prefixes, suffixes and abbreviations. By the end of this course learners will be expected to have a basic comprehension of medical terms and be able to communicate accurately to their peers in the field. Terms associated with anatomy, physiology, pathology and diagnostic tests of different systems are discussed but no previous knowledge of these topics is necessary. BIOL-210x Medical Terminology from DoaneX is a credit-eligible course. Learners have the opportunity to experience this same rigorous university-level course on a flexible schedule and earn academic credit when they pass the course with a C or better. Credit details: Number of credit hours for BIOL-210x Medical Terminology: 3 credit hours. 
Cost: $500 (USD) - pay for credit earned after passing the course with a C or better. Eligibility:  Biology & Life Sciences"
Ancient Masterpieces of World Literature,COURSE,4.7,Beginner,45000.0,2.0,Supply Chain & Operations,"Examine how cultures of the ancient world defined themselves through literature and how their vision of literature contributes to our understanding of civilization, culture, and literature today.","This short literature course, based on the first half of the Masterpieces of World Literature edX MOOC, examines how civilizations and cultures of the ancient world defined themselves through literature and how that literature has continued to contribute to our understanding of those civilizations and cultures today. Cities, nations, and empires from antiquity through the middle ages drew on foundational histories and myths for their identities, relating these narratives through generations by means of oral-storytelling and new writing technologies. These epics, story collections, and novels, which take a keen interest in heroic travelers, would eventually travel themselves, finding new global audiences as the first works of world literature. Tracing developments in language, writing, and literary genre, this course also travels in time, from legendary accounts of ancient kings to histories of medieval courts and early-modern exploration. We will stop to consider how all of these texts affected the history of their own eras, but also how they have continued to find new prominence and significance in ours. Literature"
Shakespeare's The Merchant of Venice: Shylock,COURSE,4.7,Beginner,56500.0,2.0,AR & VR Development,An exploration of the magnetic and ambivalent character of Shylock in William Shakespeare’s The Merchant of Venice.,"In the first act of William Shakespeare’s The Merchant of Venice , the Jewish moneylender Shylock proposes a “merry sport” to the merchant Antonio: he will lend Antonio the money he needs if Antonio agrees to let Shylock take a pound of his flesh should he default. Shylock calls this contract a “merry bond,” and Shakespeare’s First Folio calls the play a comedy. But what does Shylock want from the bond, and how merry does the play ultimately prove?In this course, Harvard professor Stephen Greenblatt guides learners through an in-depth exploration of the character of Shylock. You'll learn about Jewish history in Europe, how early audiences might have responded to the play, and the history of the play’s production through the twenty-first century.With short video lectures, readings from the play, and explorations of adaptations, you will develop critical tools with which to unlock the play's possible meanings.If you're reading The Merchant of Venice for the first time, this course is a great introduction. If you're reading it for the hundredth time, it is the perfect chance to renew your understanding of one of Shakespeare’s most polarizing plays. Humanities"
Behavioural Economics in Action,COURSE,4.7,Beginner,36000.0,2.0,Other,"Learn to use principles and methods of behavioural economics to change behaviours, improve welfare and make better products and policy.","How can we get people to save more money, eat healthy foods, engage in healthy behaviors, and make better choices in general? There has been a lot written about the fact that human beings do not process information and make decisions in an optimal fashion. This course builds on much of the fascinating work in the area of behavioral economics and allows learners to develop a hands-on approach by understanding its methods and more importantly, how it can be harnessed by suitably designing contexts to “nudge” choice. In three modules, learners will be able to a) explain and interpret the principles underlying decision-making and compare the nudging approach to other methods of behavior change, b) learn how to critique, design and interpret the results of experiments; and c) design nudges and decision-tools to help people make better decisions.Understanding experimental design and interpretation is central to your ability to use behavioral economics effectively, and will set you apart from people who merely know about the behavioral results. After the first two weeks learning the basic principles, we will devote two weeks to studying experimental design and analysis, and the final two weeks to understanding processes for designing nudges and for helping people make better decisions.You will also witness and participate in weekly topical debates on various topics like “does irrationality impact welfare?” or “what strategy is better for improving welfare – nudging or education?” Several leading scholars, policy makers, business people, authors and commentators will briefly join our debate and discussion sections. These guest lecturers include Professor Sendhil Mullainathan (University of Chicago), Professor John Lynch (University of Colorado), Rory Sutherland (Ogilvy Group), Owain Service (formerly Behavioural Insights Team, UK Cabinet Office), Shankar Vedantam (NPR Columnist and Author – The Hidden Brain), Professors Andrew Ching, Avi Goldfarb (University of Toronto), Nina Mazar (BostonU), Itamar Simonson (Stanford) and many others!This course was originally developed in 2013, and the field has changed over the past 7 years. That said, a) the course provides foundational content that is still very relevant, and b) the material has been updated over the years to capture newer developments. The course will conclude with a summary of the newest developments in the field, and will provide links to resources that learners could access for continued learning. BE101x will be in self-paced format; learners are invited to work through the materials and assessments at their own convenience. The content is based on work done at the University of Toronto’s BEAR centre. Business & Management"
Finance for Everyone: Smart Tools for Decision-Making,SPECIALIZATION,4.75,Beginner,17000.0,2.0,Finance & Accounting,In this introduction to finance course from Michigan learn to apply frameworks and smart tools for understanding and making everyday financial decisions.,"Want to learn how to think clearly about important financial decisions and improve your financial literacy? Finance for Everyone will showcase the beauty and power of finance. This Beginner finance course will be a gateway into the world of finance and will examine multiple applications to apply to your everyday life. Join us to better understand how to apply frameworks and tools to make smart financial choices.You will be able to value the impact of different choices available to you: from renting or buying, evaluating car, home and student loans, or deciding whether to go to college versus pursuing a new idea to simply understanding how the financial world works.Starting with time value of money, the course will help you develop a full appreciation for the many applications of finance. Using real world examples, the course will enable you to understand and analyze many personal and professional decisions we confront on a daily basis. You will understand stocks and bonds, learn to allocate scarce resources in a value-add way, and adopt smart tools for making every day decisions.Finance is simultaneously a way of thinking and a set of tools. Finance is everywhere. There are no prerequisites for this course except for a sense of curiosity and a positive attitude. However, a comfort level with algebra and numbers and an understanding of accounting (the language of business) will clearly help. We will, however, try to cover everything starting with fundamentals and highlight when there is a need to do some further work in specific subjects. Business & Management"
Creating Innovative Business Models,SPECIALIZATION,4.65,Beginner,51500.0,2.0,Entrepreneurship & Strategy,"Build your capabilities to create a value proposition, team strategy, market strategy, and financial strategy to transform your ideas into a startup company or innovative corporate venture","This course was created to guide aspiring and active startup entrepreneurs and corporate innovators that feel...It’s common to desire...This course will help you to...The course provides an innovative model to create the value proposition, team strategy, market strategy, and financial strategy to:With these skills, you will be equipped to lead customer discovery and customer validation, understand business strategy and customer segmentation, create innovative products, enter new markets, design revenue models with predictable revenue stream, and achieve a sustainable competitive advantage. Business & Management"
u.lab: Leading From the Emerging Future,COURSE,4.7,Beginner,36000.0,2.0,Other,"An introduction to leading profound social, environmental and personal transformation.","In the past year, we have witnessed unprecedented disruption. Climate strikes, the COVID-19 pandemic and global protests against racial injustice all point to a pressing need for societal renewal. To catalyze this renewal we need to learn not from the past, but from a future wanting to be born. How to activate our capacity to lean into the emerging future may well be the most important leadership challenge of our time. How do you cultivate curiosity, compassion and courage in the face of prejudice, anger and fear? How do you step into action for the well-being of all?This course is an introduction to a method called Theory U, developed at MIT, for leading such change in business, government, and civil society contexts worldwide. u.lab will guide you in applying Theory U to an issue that matters to you, building your capacity to lead transformative change in the process. You will do so with fellow change makers locally and around the world. Join us as we co-pioneer new approaches to today’s most important social and environmental challenges.----NOTE: Translations are not available for all videos and/or in all languages. We hope to have more complete translations in the future, and we are looking for volunteers to help with this task. Please contact Sarina atbouwhuis@presencing.com if you are willing to volunteer. Business & Management"
Electric Cars: Introduction,COURSE,4.7,Intermediate,34000.0,2.0,AR & VR Development,"Get a basic understanding of electric cars and learn about leading technologies, development of profitable business models and effective policies.","Electric vehicles are the future of transportation. Electric mobility has become an essential part of the energy transition, and will imply significant changes for vehicle manufacturers, governments, companies and individuals. If you are interested in learning about the electric vehicle technology and how it can work for your business or create societal impact, then this is the course for you. The experts of TU Delft, together with other knowledge institutes and companies in the Netherlands, will prepare you for upcoming developments amid the transition to electric vehicles. You'll explore the most important aspects of this new market, including state-of-the-art technology of electric vehicles and charging infrastructure; profitable business models for electric mobility; and effective policies for governmental bodies, which will accelerate the uptake of electric mobility. The course includes video lectures, presentations and exercises, which are all reinforced with real-world case studies from projects that were implemented in the Netherlands. The production of this course would not have been possible without the contributions of the Dutch Innovation Centre for Electric Road Transport (D-INCERT) and is taught by experts from both industry and academia, who share their knowledge and insights. Engineering"
Marketing Analytics,SPECIALIZATION,4.5,Advanced,68000.0,2.0,Data Analytics & Business Intelligence,Develop quantitative models that leverage business data to forecast sales and support important marketing decisions.,"Marketers want to understand and forecast how customers purchase products and services and how they respond to marketing initiatives.Learn how analytics help businesses drive marketing to maximize its effectiveness and optimize return on investment (ROI).In this course, part of the Business Analytics MicroMasters program, discover how to develop quantitative models that leverage business data, statistical computation, and machine learning to forecast sales and marketing impact for:You will learn how to use probabilistic models and optimization tools to model customer demand forecasts, pricing sensitivity, Lifetime Value and how to leverage such data to make optimal decisions on designing new products, marketing segmentation and strategy.Skills acquired after the course: Business & Management"
Design Thinking Fundamentals,COURSE,4.7,Intermediate,1448.0,2.0,Entrepreneurship & Strategy,Learn how a user-centered approach and design thinking principles inspire innovative ideas to create desirable solutions.,"This course provides an introduction to the foundational activities related to design thinking: a flexible, yet systematic process to define and solve problems. A common misconception is that design thinking requires artistry, but it is not centered on artistic principles. Design thinking is a strategy and mindset that can be applied to any industry to solve problems.As part of the Design Thinking MicroMasters program, this course will explore methods used to evaluate problems, develop ideas, and create innovative solutions with the user in mind. Focusing on the importance of user understanding and the development of desirable, feasible, and viable ideas, this course will provide an overview of the design thinking process from end to end. Business & Management"
Basic Spanish 3: Getting there,COURSE,4.7,Beginner,49000.0,2.0,Web Development,"Beginners course for learners of Spanish that focuses not only on language but also on cultural aspects, specifically designed for English speakers.","¡Bienvenidos y bienvenidas! (Welcome!)In this Spanish course, you will learn basic vocabulary to talk about yourself and your everyday life, in the present, in the future and in the past, in simple and brief communication situations. You will learn expressions of time, how to express things that will happen in the future, vocabulary related to the shopping list, how to express an opinion, talking about your health, and about experiences and activities that happened in the past. At the end of the course you will be able to communicate in everyday situations according to the A2 proficiency level (elementary) as described in the Common European Framework of Reference for Languages ​​(CEFRL, Council of Europe). The course, which is designed for English speakers, offers a variety of exercises after going through the stages of content presentation, comprehension and production. You have videos, small texts and audios to improve your pronunciation, glossaries, activities for oral practice with other course students, quizzes, grammar cards and recommendations on external Internet resources to continue learning more and more Spanish. The topics on which the activities revolve are work life, family life, city life and outdoor life. As you can see, a bit of everything to be able talk about yourself and to engage in everyday communication. We hope you like our menu. ¡Buen provecho! (Bon appétit!)Basic vocabulary to be able to use and understand information related to:Basic grammatical structures such as articles and nouns, adjectives, present, future and past tenses of regular and irregular verbs. Language"
Sustainability in Architecture: An Interdisciplinary Introduction,SPECIALIZATION,4.65,Intermediate,35500.0,2.0,Data Analytics & Business Intelligence,This course introduces the basic elements and trendsthat define sustainability practices in Architecture today. Itfollows an interdisciplinary approach that includes performance assessment and urban policies.,"This course offers an interdisciplinary approach to sustainabilityin Architecture. Learners will be introducedto the basic elements of sustainability assessments (first model layer), as well as trends informing the space today. The coursework enables students to develop a conceptual neighborhood model for assessing performance and urban policies. In the first week,participants willlearn todevelop a conceptual model from the architectural elements of buildings; the basic building blockof which will be theperformance of materials. The second weekexploresmethods of optimizing performance. Coursework willdetail the needs and constraints inherent in selecting materials and neighborhood urban elements (the second model layer for green, blue and grey infrastructure). In the third week, learners will developthe basic tools for introducing energy and measuring the potential impact on climate change (CO2). A new layer (third) on our neighborhood stainability model, this will be approached from a global perspective. In the fourth and finalweek, the course will explore techniques for a joint assessment directly connected to policy issues. Architecture"
Python Data Structures,COURSE,4.7,Beginner,34000.0,2.0,Software Engineering,"The second course in Python for Everybody explores variables that contain collections of data like string, lists, dictionaries, and tuples. Learning how to store and represent and manipulate data collections while a program is running is an important part of learning how to program.","This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook ""Python for Everybody"". This course covers Python 3. Computer Science"
The Science and Business of Biotechnology,COURSE,4.7,Intermediate,12000.0,2.0,Embedded Systems & IoT,"Explore the latest scientific innovations in biotechnology, and novel business and financing models for commercializing them.","This course focuses on early-stage biotechnology companies, with particular emphasis on understanding the underlying science, technology, and disease targets—together with the application of novel business structures and financing methods—to facilitate drug discovery, clinical development, and greater patient access to new therapies.Current research is enhancing our understanding of the genetic, molecular, and cellular bases of many human diseases, and is leading to many new types of biotherapeutics that we will cover in this course, including recombinant therapeutic proteins; monoclonal antibodies and antibody drug conjugates; cancer immunotherapies, replacement cells and genetically engineered cells; and nucleic acid and gene therapies. Translating these discoveries into drugs and diagnostics increasingly requires the establishment of for-profit companies, but funding for early-stage development of novel therapies is becoming scarcer, especially for therapeutics for “rare” diseases that affect small populations. The dearth of funding for early-stage biotherapeutics companies in the so-called “Valley of Death” can be attributed to several factors, but a common thread is increasing financial risks in the biopharma industry and greater uncertainty surrounding the scientific, medical, economic, political, and academic environments within the biomedical ecosystem. Increasing risk and uncertainty inevitably leads to an outflow of capital as investors and other stakeholders seek more attractive opportunities in other industries.By applying financial techniques such as portfolio theory, securitization, and derivative securities to biomedical contexts, more efficient business and funding structures can be developed to reduce financial risks, lower the cost of capital, and bring more life-saving therapies to patients faster. Thus this course will also cover basic financial analysis for the life-sciences professional; the historical financial risks and returns of the biotech and pharmaceutical industries; the evaluation of the science and business potential as well as the mechanics of financing biotech startups; capital budgeting for biopharmaceutical companies; and applications of financial engineering in drug royalty investment companies, biomedical megafunds, drug approval swaps, and life sciences investment banking. Business & Management"
Finance Essentials,SPECIALIZATION,4.75,Beginner,17000.0,2.0,Finance & Accounting,Discover how to use fundamental finance tools in both management and MBA learning contexts and understand common financial situations faced in everyday life.,"Want to study for an MBA but are unsure of basic financial concepts? This business and management course prepares you for studying finance in an MBA program and in business generally.You will learn key financial topics such as present value, Internal Rate of Return (IRR), capital budgeting, equity, bonds, diversification, portfolio choice and the Capital Asset Pricing Model (CAPM), all of which are often discussed and explored in great detail in MBA programs across the globe as well as everyday business operations.A completely online course, you can work wherever and whenever you choose: at home, in the workplace, at a library, coffee shop or even while travelling (with the appropriate network access).This course employs a ‘supported learning’ model. To help you achieve the optimum learning outcomes from this module, Imperial College Business School provides access to an expert online tutor who will support you through the learning materials and associated activities.No previous financial knowledge is needed. Join us as you start your journey into the world of finance for management. Business & Management"
Introduction to the Internet of Things (IoT),COURSE,4.65,Beginner,43500.0,2.0,Embedded Systems & IoT,Gain an understanding of what the IoT is and the requirements to design your own IoT solutions. Start developing IoT ideas in your industry.,"The Internet of Things (IoT) is expanding at a rapid rate, and it is becoming increasingly important for professionals to understand what it is, how it works, and how to harness its power to improve business. This Beginner course will enable learners to leverage their business and/or technical knowledge across IoT-related functions in the workplace.In the course, we will examine the concept of IoT. We will look at the ‘things’ that make up the Internet of Things, including how those components are connected together, how they communicate, and how they value add to the data generated. We will also examine cybersecurity and privacy issues, and highlight how IoT can optimize processes and improve efficiencies in your business. Computer Science"
